"","geneName","name","intensity","time"
"439","mdtE","JH01_B01",18.6143349799215,0
"440","mdtE","JH01_B02",18.9815347444937,30
"441","mdtE","JH01_B03",40.4701228798668,60
"442","mdtE","JH01_B04",114.066913939562,90
"443","mdtE","JH01_B05",1471.43281916724,120
"444","mdtE","JH01_B06",4160.25045501301,150
"445","mdtE","JH01_C01",21.8271710155387,0
"446","mdtE","JH01_C02",39.4231220637193,30
"447","mdtE","JH01_C03",30.298690802979,60
"448","mdtE","JH01_C04",370.443781748409,90
"449","mdtE","JH01_C05",2445.51234059121,120
"450","mdtE","JH01_C06",4762.00403915275,150
"451","mdtF","JH01_A01",180.773824963244,0
"452","mdtF","JH01_A02",80.9015511805881,30
"453","mdtF","JH01_A03",143.204747339763,60
"454","mdtF","JH01_A04",162.096934210741,90
"455","mdtF","JH01_A05",1610.81607431307,120
"456","mdtF","JH01_A06",5701.27249372825,150
"457","mdtF","JH01_B01",194.604411153724,0
"458","mdtF","JH01_B02",72.1298320290762,30
"459","mdtF","JH01_B03",143.379863917242,60
"460","mdtF","JH01_B04",257.169042336466,90
"461","mdtF","JH01_B05",2994.41670163576,120
"462","mdtF","JH01_B06",7536.59482299841,150
"463","mdtF","JH01_C01",87.308684062155,0
"464","mdtF","JH01_C02",73.0487261768916,30
"465","mdtF","JH01_C03",158.169436734196,60
"466","mdtF","JH01_C04",756.993814877184,90
"467","mdtF","JH01_C05",4409.5169718859,120
"468","mdtF","JH01_C06",8706.00360594995,150
"469","gadA","JH01_A01",11.2204443080634,0
"470","gadA","JH01_A02",3.59562449691503,30
"471","gadA","JH01_A03",41.8116050627046,60
"472","gadA","JH01_A04",38.9453673103729,90
"473","gadA","JH01_A05",4230.38219696055,120
"474","gadA","JH01_A06",37905.44670625,150
"475","gadA","JH01_B01",22.8448656571764,0
"476","gadA","JH01_B02",3.79630694889875,30
"477","gadA","JH01_B03",48.5641474558401,60
"478","gadA","JH01_B04",484.265898270685,90
"479","gadA","JH01_B05",9330.10602465043,120
"480","gadA","JH01_B06",53134.6937550673,150
"481","gadA","JH01_C01",11.641157874954,0
"482","gadA","JH01_C02",20.871064621969,30
"483","gadA","JH01_C03",26.190393744948,60
"484","gadA","JH01_C04",1660.9571736002,90
"485","gadA","JH01_C05",20038.0116752045,120
"486","gadA","JH01_C06",56240.2296535079,150
